16.11.2019;CROPP;-4374
16.11.2019;Cofix;-3837
16.11.2019;OZON;-3324
18.11.2019;BurgerKing;-2416
20.11.2019;Perekrestok;-647
22.11.2019;BurgerKing;-1183
22.11.2019;Chitai Gorod;-1333
22.11.2019;Chitai Gorod;-220
22.11.2019;Moscow Metro;-183
23.11.2019;QIWI;-4450
25.11.2019;GosUslugi;-942
29.11.2019;JSC RZD;-234
29.11.2019;JSC RZD;-879
03.12.2019;JSC RZD;-4775
06.12.2019;CROPP;-4596
08.12.2019;BurgerKing;-3458
09.12.2019;Perekrestok;-3187
09.12.2019;Aksenov V.A.;5985
10.12.2019;MIREA;4166
13.12.2019;HardwareStore;-1051
13.12.2019;GosUslugi;-957
13.12.2019;HardwareStore;-1042
13.12.2019;QIWI;-4980
14.12.2019;Tele2;-2015
15.12.2019;Moscow Metro;-2528
16.12.2019;Tele2;-4705
19.12.2019;Chitai Gorod;-3253
23.12.2019;GosUslugi;-1380
25.12.2019;QIWI;-1168
26.12.2019;Apteka;-4504
26.12.2019;BurgerKing;-3413
26.12.2019;Perekrestok;-2161
26.12.2019;Perekrestok;-3298
27.12.2019;Chitai Gorod;-1380
27.12.2019;KFC;-945
28.12.2019;Cofix;-4146
29.12.2019;OOO ARMUNIS;-1923
29.12.2019;MIREA;5775
30.12.2019;OOO ARMUNIS;-1635
30.12.2019;Moscow Metro;-3476
30.12.2019;JSC RZD;-4756
30.12.2019;KFC;-4440
31.12.2019;BurgerKing;-3048
01.01.2020;Aksenov V.A.;4880
05.01.2020;Perekrestok;-2014
07.01.2020;CROPP;-1743
09.01.2020;OOO ARMUNIS;-2805
10.01.2020;Moscow Metro;-4082
10.01.2020;Moscow Metro;-455
10.01.2020;JSC RZD;-3861
11.01.2020;MIREA;5533
12.01.2020;DNS;-1587
16.01.2020;JSC RZD;-606
16.01.2020;SMOKIT;-1033
16.01.2020;Cofix;-2805
17.01.2020;Cofix;-2220
18.01.2020;Tele2;-2731
18.01.2020;Riot Games;-1377
19.01.2020;Apteka;-3159
19.01.2020;Apteka;-1436
19.01.2020;Tele2;-2219
20.01.2020;Tele2;-1910
21.01.2020;Moscow Metro;-794
21.01.2020;Riot Games;-1324
22.01.2020;SMOKIT;-2871
24.01.2020;QIWI;-789
24.01.2020;Moscow Metro;-705
25.01.2020;BurgerKing;-1960
26.01.2020;Aksenov V.A.;4003
27.01.2020;Moscow Metro;-2073
28.01.2020;KFC;-4645
28.01.2020;Aksenov V.A.;5268
29.01.2020;GosUslugi;-4559
30.01.2020;Moscow Metro;-812
31.01.2020;CROPP;-2033
31.01.2020;Tele2;-360
02.02.2020;Cofix;-2603
05.02.2020;Apteka;-2856
08.02.2020;Cofix;-874
08.02.2020;JSC RZD;-1656
08.02.2020;HardwareStore;-3214
11.02.2020;Tele2;-4601
11.02.2020;SMOKIT;-2301
12.02.2020;HardwareStore;-346
14.02.2020;Moscow Metro;-1315
14.02.2020;KFC;-4280
16.02.2020;Perekrestok;-1527
16.02.2020;GosUslugi;-1847
17.02.2020;Riot Games;-558
18.02.2020;OZON;-4672
18.02.2020;QIWI;-2055
20.02.2020;OZON;-2739
21.02.2020;GosUslugi;-3497
21.02.2020;Aksenov V.A.;4136
22.02.2020;Perekrestok;-676
23.02.2020;MIREA;5234
24.02.2020;OZON;-740
24.02.2020;HardwareStore;-2595
24.02.2020;Aksenov V.A.;4968
24.02.2020;MIREA;5394
27.02.2020;DNS;-2310
27.02.2020;Aksenov V.A.;5720
28.02.2020;OZON;-2969
29.02.2020;KFC;-3394
01.03.2020;Moscow Metro;-3969
02.03.2020;Riot Games;-524
06.03.2020;Riot Games;-925
06.03.2020;OOO ARMUNIS;-3609
06.03.2020;JSC RZD;-3064
09.03.2020;Riot Games;-2111
11.03.2020;SMOKIT;-2430
12.03.2020;Riot Games;-4594
12.03.2020;Aksenov V.A.;4793
14.03.2020;Perekrestok;-289
17.03.2020;HardwareStore;-736
17.03.2020;MIREA;6466
18.03.2020;CROPP;-3697
18.03.2020;Tele2;-1392
19.03.2020;QIWI;-1622
20.03.2020;BurgerKing;-116
22.03.2020;SMOKIT;-360
23.03.2020;HardwareStore;-1168
23.03.2020;OZON;-2276
24.03.2020;DNS;-3657
24.03.2020;DNS;-534
25.03.2020;JSC RZD;-2550
26.03.2020;HardwareStore;-668
27.03.2020;GosUslugi;-1323
27.03.2020;Aksenov V.A.;5878
28.03.2020;CROPP;-1419
30.03.2020;OOO ARMUNIS;-4505
03.04.2020;GosUslugi;-742
04.04.2020;Perekrestok;-2005
05.04.2020;Perekrestok;-3092
06.04.2020;DNS;-4057
06.04.2020;SMOKIT;-834
09.04.2020;DNS;-1159
10.04.2020;Perekrestok;-4955
11.04.2020;Cofix;-534
12.04.2020;Chitai Gorod;-4810
12.04.2020;BurgerKing;-3936
12.04.2020;Aksenov V.A.;5207
13.04.2020;HardwareStore;-2717
13.04.2020;Apteka;-3788
13.04.2020;MIREA;5458
14.04.2020;Moscow Metro;-4859
16.04.2020;Riot Games;-4072
16.04.2020;Apteka;-1443
17.04.2020;SMOKIT;-657
19.04.2020;Tele2;-4868
19.04.2020;Perekrestok;-2616
20.04.2020;SMOKIT;-2001
24.04.2020;Tele2;-4950
24.04.2020;KFC;-2729
24.04.2020;OOO ARMUNIS;-4897
25.04.2020;Perekrestok;-3419
25.04.2020;HardwareStore;-1968
25.04.2020;Aksenov V.A.;4615
26.04.2020;OOO ARMUNIS;-1960
26.04.2020;KFC;-1446
27.04.2020;DNS;-1000
28.04.2020;HardwareStore;-458
28.04.2020;BurgerKing;-4496
29.04.2020;Chitai Gorod;-401
01.05.2020;Riot Games;-3446
01.05.2020;Moscow Metro;-4787
02.05.2020;BurgerKing;-2561
02.05.2020;Cofix;-4236
05.05.2020;CROPP;-4831
05.05.2020;Cofix;-2224
06.05.2020;KFC;-3757
08.05.2020;Chitai Gorod;-3989
11.05.2020;SMOKIT;-2283
11.05.2020;HardwareStore;-468
11.05.2020;Moscow Metro;-3921
12.05.2020;JSC RZD;-4310
12.05.2020;Tele2;-278
13.05.2020;DNS;-399
15.05.2020;Chitai Gorod;-619
15.05.2020;SMOKIT;-157
15.05.2020;DNS;-3585
16.05.2020;Perekrestok;-1836
18.05.2020;DNS;-3942
18.05.2020;CROPP;-3379
18.05.2020;Aksenov V.A.;4522
20.05.2020;DNS;-1093
20.05.2020;Tele2;-3434
20.05.2020;Cofix;-4910
21.05.2020;DNS;-4779
21.05.2020;DNS;-296
22.05.2020;Perekrestok;-1132
24.05.2020;Aksenov V.A.;6268
25.05.2020;DNS;-2142
26.05.2020;MIREA;4341
27.05.2020;DNS;-745
27.05.2020;Perekrestok;-139
27.05.2020;Moscow Metro;-699
27.05.2020;Chitai Gorod;-108
28.05.2020;Riot Games;-2019
28.05.2020;OZON;-4714
28.05.2020;JSC RZD;-1184
28.05.2020;Aksenov V.A.;4785
30.05.2020;Moscow Metro;-3803
30.05.2020;MIREA;4730
31.05.2020;SMOKIT;-2751
03.06.2020;Chitai Gorod;-646
05.06.2020;HardwareStore;-1498
05.06.2020;SMOKIT;-4305
06.06.2020;OOO ARMUNIS;-2136
08.06.2020;QIWI;-3314
10.06.2020;Cofix;-930
12.06.2020;BurgerKing;-3152
12.06.2020;HardwareStore;-4143
12.06.2020;DNS;-197
12.06.2020;QIWI;-4403
14.06.2020;JSC RZD;-3085
14.06.2020;JSC RZD;-1891
16.06.2020;QIWI;-3265
16.06.2020;GosUslugi;-816
17.06.2020;Cofix;-2697
18.06.2020;QIWI;-480
18.06.2020;HardwareStore;-2694
20.06.2020;Perekrestok;-1973
21.06.2020;SMOKIT;-3052
21.06.2020;BurgerKing;-4864
22.06.2020;DNS;-3629
22.06.2020;SMOKIT;-3152
23.06.2020;KFC;-3889
23.06.2020;Aksenov V.A.;4892
24.06.2020;Chitai Gorod;-2922
24.06.2020;SMOKIT;-3271
26.06.2020;DNS;-3909
27.06.2020;Apteka;-2750
29.06.2020;Apteka;-1094
29.06.2020;Cofix;-2701
29.06.2020;HardwareStore;-1898
29.06.2020;OZON;-410
29.06.2020;Moscow Metro;-796
01.07.2020;MIREA;5554
04.07.2020;Riot Games;-2971
07.07.2020;Chitai Gorod;-889
10.07.2020;BurgerKing;-1896
10.07.2020;Riot Games;-296
10.07.2020;Moscow Metro;-4594
10.07.2020;Aksenov V.A.;5187
11.07.2020;Moscow Metro;-3836
11.07.2020;CROPP;-2734
12.07.2020;Apteka;-4815
13.07.2020;Moscow Metro;-143
15.07.2020;Riot Games;-3106
16.07.2020;OOO ARMUNIS;-1964
18.07.2020;Tele2;-3653
18.07.2020;BurgerKing;-3735
19.07.2020;Apteka;-4922
19.07.2020;Riot Games;-1083
20.07.2020;Chitai Gorod;-4911
21.07.2020;Perekrestok;-4503
22.07.2020;KFC;-2956
22.07.2020;OOO ARMUNIS;-485
24.07.2020;Riot Games;-3858
24.07.2020;HardwareStore;-2145
24.07.2020;Apteka;-709
25.07.2020;Moscow Metro;-1982
26.07.2020;OOO ARMUNIS;-2575
27.07.2020;HardwareStore;-3767
30.07.2020;Moscow Metro;-4566
31.07.2020;OZON;-4298
01.08.2020;CROPP;-381
02.08.2020;BurgerKing;-1624
02.08.2020;OZON;-4591
03.08.2020;MIREA;4846
05.08.2020;Aksenov V.A.;5481
07.08.2020;SMOKIT;-2311
08.08.2020;Perekrestok;-1806
08.08.2020;Apteka;-4490
09.08.2020;BurgerKing;-426
09.08.2020;Tele2;-4986
09.08.2020;MIREA;6956
11.08.2020;KFC;-3730
11.08.2020;Chitai Gorod;-2763
13.08.2020;Chitai Gorod;-3665
14.08.2020;Moscow Metro;-527
14.08.2020;GosUslugi;-3259
14.08.2020;Tele2;-2211
15.08.2020;HardwareStore;-1955
15.08.2020;SMOKIT;-1089
15.08.2020;HardwareStore;-4216
15.08.2020;OOO ARMUNIS;-4002
16.08.2020;Riot Games;-2920
17.08.2020;HardwareStore;-4825
17.08.2020;Apteka;-4679
19.08.2020;CROPP;-4423
20.08.2020;KFC;-3078
21.08.2020;QIWI;-2005
21.08.2020;CROPP;-3838
22.08.2020;Moscow Metro;-1103
26.08.2020;BurgerKing;-4909
26.08.2020;KFC;-219
27.08.2020;MIREA;5962
29.08.2020;Riot Games;-198
30.08.2020;GosUslugi;-1635
01.09.2020;KFC;-2273
03.09.2020;GosUslugi;-2653
03.09.2020;JSC RZD;-4088
03.09.2020;Aksenov V.A.;4180
04.09.2020;Tele2;-3731
05.09.2020;DNS;-2817
07.09.2020;Tele2;-1050
09.09.2020;Perekrestok;-4626
